mid,m_id,name,UATYPE,m_pop,m_house_unit,m_land,m_water,m_lat_d,m_long_d,m_lat_r,m_long_r
m29143,29143,"Farmersville, TX Urban Cluster",C,3138,1234,1.922,0.001,33.166485,-96.362719,0.5788643645633116,-1.6818467227240974
m29170,29170,"Farmerville, LA Urban Cluster",C,3883,1644,4.995,0.0,32.773269,-92.400835,0.5720014506917894,-1.6126988023420146
m29224,29224,"Farmington, ME Urban Cluster",C,3819,1601,2.209,0.008,44.671915,-70.148576,0.7796719999210427,-1.2243236167854739
m29251,29251,"Farmington, MO Urban Cluster",C,39370,15256,22.771,0.068,37.838211,-90.485077,0.6604013650143361,-1.579262517570593
m29265,29265,"Farmington, NH Urban Cluster",C,2957,1268,1.395,0.0,43.390571,-71.065085,0.7573083282703685,-1.2403197164596342
m29278,29278,"Farmington, NM Urbanized Area",U,53049,20250,34.889,0.227,36.746471,-108.162067,0.6413469074386132,-1.8877841949127052
m29305,29305,"Farmville, NC Urban Cluster",C,4815,2254,3.54,0.0,35.589396,-77.584906,0.6211521389960998,-1.3541120595503038
m29332,29332,"Farmville, VA Urban Cluster",C,8999,2929,6.892,0.07,37.286026,-78.390819,0.6507639186842112,-1.3681778948849288
m29359,29359,"Fayette, AL Urban Cluster",C,3408,1591,2.818,0.0,33.694825,-87.830734,0.5880856371332984,-1.5329354927433292
m29413,29413,"Fayette, MO Urban Cluster",C,2654,1072,1.567,0.005,39.148113,-92.688363,0.6832634677927949,-1.617717112633689
m29440,29440,"Fayetteville, NC Urbanized Area",U,310282,131234,198.031,2.269,35.052625,-78.977004,0.6117837177168773,-1.3784087531607314
m29467,29467,"Fayetteville, TN Urban Cluster",C,9178,4337,9.713,0.0,35.11547,-86.574364,0.6128805698852933,-1.511007699620048
m29494,29494,"Fayetteville--Springdale--Rogers, AR--MO Urbanized Area",U,295083,125257,187.733,2.47,36.267485,-94.179644,0.6329870246676557,-1.6437448761561222
m29510,29510,"Fearrington Village, NC Urban Cluster",C,2642,1601,2.326,0.01,35.800131,-79.086495,0.62483015859529,-1.3803197316120328
m29521,29521,"Federalsburg, MD Urban Cluster",C,3190,1396,1.966,0.02,38.69614,-75.771211,0.6753750508126786,-1.3224571101733449
m29548,29548,"Fellsmere, FL Urban Cluster",C,5294,1443,1.871,0.0,27.767934,-80.594681,0.4846418747764791,-1.4066425430445157
m29575,29575,"Fergus Falls, MN Urban Cluster",C,12081,5882,6.125,0.511,46.288617,-96.069587,0.8078887728446201,-1.6767306041811416
m29602,29602,"Fernandina Beach, FL Urban Cluster",C,25239,15126,24.12,0.032,30.628505,-81.451376,0.5345682572135457,-1.4215946914798887
m29656,29656,"Fernley, NV Urban Cluster",C,18979,7829,10.331,0.0,39.59806,-119.228934,0.6911165244022657,-2.0809374619430128
m29683,29683,"Ferriday, LA Urban Cluster",C,5931,2024,4.502,0.0,31.6388,-91.556864,0.5522012313799819,-1.5979687296006657
m29698,29698,"Filer, ID Urban Cluster",C,2639,1050,1.132,0.001,42.565858,-114.61315,0.7429143710363685,-2.0003768335821386
m29710,29710,"Fillmore, CA Urban Cluster",C,15081,4429,2.69,0.001,34.4019,-118.91565,0.6004264239418372,-2.075469624649195
m29737,29737,"Findlay, OH Urban Cluster",C,48441,22272,23.897,0.12,41.052566,-83.64058,0.7165024430922784,-1.4598035092777188
m29764,29764,"Firebaugh, CA Urban Cluster",C,7281,2012,1.464,0.0,36.859887,-120.45889,0.643326390063055,-2.102404243797672
m29775,29775,"Firestone--Frederick, CO Urban Cluster",C,21474,7509,10.205,0.073,40.118797,-104.943974,0.7002050995892235,-1.8316178764273237
m29791,29791,"Fitzgerald, GA Urban Cluster",C,11638,5167,8.793,0.208,31.712975,-83.257838,0.5534958293526487,-1.4531234011920506
m29818,29818,"Flagstaff, AZ Urbanized Area",U,71957,28672,34.826,0.006,35.203032,-111.624792,0.6144088150849245,-1.948220147253826
m29845,29845,"Flemingsburg, KY Urban Cluster",C,2795,1441,2.006,0.005,38.423409,-83.734703,0.6706149968904219,-1.4614462655295735
m29872,29872,"Flint, MI Urbanized Area",U,356218,164933,235.903,7.237,42.988756,-83.694698,0.7502953335364675,-1.460748046562313
m29899,29899,"Flora, IL Urban Cluster",C,4872,2269,2.253,0.0,38.671694,-88.485937,0.674948387623736,-1.5443709423622738
m29953,29953,"Florence, AL Urbanized Area",U,77074,37040,62.142,0.787,34.746933,-87.67247,0.6064483858198708,-1.530173264855953
m29980,29980,"Florence, AZ Urban Cluster",C,16586,3330,2.892,0.0,33.061006,-111.376357,0.5770234087216004,-1.9438841385266339
m30007,30007,"Florence, CO Urban Cluster",C,7314,1907,3.89,0.0,38.359104,-105.098177,0.6694926629149269,-1.8343092264937766
m30034,30034,"Florence, OR Urban Cluster",C,10177,6354,7.251,0.022,43.994611,-124.108153,0.767850815084115,-2.166095898418878
m30061,30061,"Florence, SC Urbanized Area",U,89557,39135,71.052,0.524,34.203374,-79.810563,0.5969614915910229,-1.392957102220363
m30088,30088,"Floresville, TX Urban Cluster",C,6068,2142,3.745,0.007,29.14131,-98.156623,0.5086118078443488,-1.7131562539887941
m30115,30115,"Florida--Imb�ry--Barceloneta, PR Urbanized Area",U,71747,30256,45.81,0.023,18.415418,-66.604464,0.3214096772310291,-1.1624671933260324
m30142,30142,"Floydada, TX Urban Cluster",C,3009,1375,1.659,0.0,33.983179,-101.338075,0.593118363844594,-1.7686830663829527
m30171,30171,"Foley, AL Urban Cluster",C,26469,19264,30.274,1.293,30.349787,-87.686189,0.5297037104289722,-1.530412706576034
m30196,30196,"Folkston, GA Urban Cluster",C,5961,1769,4.809,0.064,30.839082,-82.002699,0.5382435191925179,-1.4312170930718615
m30223,30223,"Fond du Lac, WI Urbanized Area",U,54901,24309,28.85,0.321,43.781484,-88.441302,0.7641310472092171,-1.5435919146506458
m30250,30250,"Fordyce, AR Urban Cluster",C,3844,1768,4.172,0.0,33.81698,-92.418587,0.590217644081072,-1.6130086331908287
m30277,30277,"Forest, MS Urban Cluster",C,4887,1806,3.607,0.0,32.365026,-89.473093,0.5648762661935703,-1.561600064793091
m30304,30304,"Forest City, IA Urban Cluster",C,3966,1809,2.639,0.0,43.261465,-93.640283,0.7550550034862887,-1.6343312508492733
m30331,30331,"Forest City, NC Urban Cluster",C,26418,12344,35.093,0.067,35.330746,-81.877374,0.6166378448858164,-1.4290297591867998
m30358,30358,"Forest Lake, MN Urban Cluster",C,21816,8741,17.874,4.824,45.285152,-92.960338,0.7903750046660951,-1.6224639718668004
m30385,30385,"Forestville, CA Urban Cluster",C,5144,2546,4.334,0.027,38.48697,-122.905772,0.671724345616282,-2.1451103911054563
m30412,30412,"Forks, WA Urban Cluster",C,3940,1528,2.43,0.0,47.950831,-124.382454,0.8368998800173651,-2.170883354010391
m30439,30439,"Forney, TX Urban Cluster",C,27051,8907,18.666,0.029,32.733057,-96.433718,0.5712996188929775,-1.683085889039721
m30466,30466,"Forrest City, AR Urban Cluster",C,13690,4210,5.824,0.011,35.00951,-90.785979,0.61103121900988,-1.584514248196429
m30493,30493,"Forsyth, GA Urban Cluster",C,4834,1882,4.102,0.016,33.039201,-83.947832,0.576642839678203,-1.4651660683110566
m30520,30520,"Forsyth, MO Urban Cluster",C,6836,3461,5.726,0.008,36.71569,-93.173816,0.6408096776415568,-1.6261898658473728
m30547,30547,"Fort Atkinson, WI Urban Cluster",C,21105,9095,11.201,0.327,42.992731,-88.814383,0.7503647103742342,-1.5501034064772792
m30574,30574,"Fort Bragg, CA Urban Cluster",C,10348,4725,7.807,0.192,39.427453,-123.793794,0.6881388705253159,-2.160609298835601
m30601,30601,"Fort Branch, IN Urban Cluster",C,4379,1958,1.851,0.018,38.241084,-87.580323,0.6674328253317232,-1.528564996310118
m30628,30628,"Fort Collins, CO Urbanized Area",U,264465,110523,109.662,5.685,40.499545,-105.058836,0.7068504058096069,-1.8336225965127493
m30655,30655,"Fort Defiance, AZ--NM Urban Cluster",C,3602,1218,2.882,0.0,35.744137,-109.059699,0.6238528789339284,-1.9034508287839673
m30682,30682,"Fort Dodge, IA Urban Cluster",C,25122,11147,12.783,0.053,42.510479,-94.183965,0.7419478251499065,-1.643820291833101
m30736,30736,"Fort Irwin, CA Urban Cluster",C,8845,2487,3.08,0.0,35.261739,-116.690639,0.6154334455288928,-2.0366358568061034
m30748,30748,"Fort Leonard Wood, MO Urban Cluster",C,29257,8091,25.932,0.049,37.826359,-92.128126,0.6601945085913897,-1.6079391323921932
m30755,30755,"Fort Lupton, CO Urban Cluster",C,9055,3099,5.328,0.0,40.088084,-104.794737,0.6996690566160585,-1.8290131994115248
m30763,30763,"Fort Madison, IA--IL Urban Cluster",C,10848,4832,4.187,0.011,40.629756,-91.334287,0.7091230164819212,-1.5940840281114543
m30790,30790,"Fort Meade, FL Urban Cluster",C,6234,2670,5.613,0.188,27.75587,-81.795336,0.4844313182555185,-1.4275979259750486
m30817,30817,"Fort Morgan, CO Urban Cluster",C,13178,5001,4.939,0.0,40.251667,-103.800052,0.7025241185663483,-1.8116526711413248
m30844,30844,"Fort Payne, AL Urban Cluster",C,7018,2827,4.326,0.005,34.455314,-85.708618,0.6013586741084975,-1.4958975814340774
m30858,30858,"Fort Plain, NY Urban Cluster",C,5730,2669,3.77,0.141,42.917788,-74.5981,0.7490567082729122,-1.3019824607319819
m30871,30871,"Fort Polk, LA Urban Cluster",C,14300,4570,12.912,0.013,31.067233,-93.213801,0.5422255053342355,-1.6268877357487828
m30898,30898,"Fort Scott, KS Urban Cluster",C,7895,3719,4.184,0.005,37.830598,-94.703504,0.6602684930983819,-1.6528879579756197
m30925,30925,"Fort Smith, AR--OK Urbanized Area",U,122947,53063,70.769,0.988,35.307922,-94.413604,0.6162394909373412,-1.6478282484740885
m30952,30952,"Fort Stockton, TX Urban Cluster",C,9339,3491,5.932,0.0,30.892711,-102.882701,0.5391795218170699,-1.7956418757948625
m30979,30979,"Fortuna, CA Urban Cluster",C,13084,5485,8.691,0.0,40.579704,-124.142384,0.708249444284713,-2.166693342075128
m31033,31033,"Fort Valley, GA Urban Cluster",C,10605,3869,4.841,0.013,32.550974,-83.889104,0.5681216710310686,-1.4641410713479452
m31060,31060,"Fort Walton Beach--Navarre--Wright, FL Urbanized Area",U,191917,109009,120.508,10.182,30.432391,-86.669601,0.5311454222042896,-1.51266989883977
m31087,31087,"Fort Wayne, IN Urbanized Area",U,313492,136775,172.13,0.419,41.100389,-85.138898,0.7173371119004597,-1.485954091619615
m31114,31114,"Fostoria, OH Urban Cluster",C,14694,6765,6.613,0.082,41.15923,-83.413739,0.7183640810856257,-1.4558443869492024
m31150,31150,"Four Corners, FL Urban Cluster",C,35549,25928,33.737,2.421,28.400095,-81.674679,0.49567516562917896,-1.4254920640594697
m31158,31158,"Four Corners, MT Urban Cluster",C,2527,1046,3.068,0.043,45.662017,-111.189813,0.7969525397516235,-1.9406283315267938
m31168,31168,"Fowlerville, MI Urban Cluster",C,3794,1674,3.696,0.042,42.656363,-84.086022,0.744493981275886,-1.4675779388043872
m31195,31195,"Frankenmuth, MI Urban Cluster",C,4972,2397,2.748,0.003,43.332753,-83.737571,0.7562992138034503,-1.4614963215725205
m31222,31222,"Frankfort, IN Urban Cluster",C,16684,6666,7.751,0.0,40.283249,-86.514908,0.7030753284507132,-1.5099699966599824
m31249,31249,"Frankfort, KY Urban Cluster",C,35734,17372,21.571,0.383,38.193914,-84.821102,0.6666095535235576,-1.4804075050699472
m31276,31276,"Franklin, KY Urban Cluster",C,9442,4155,5.382,0.009,36.725774,-86.581032,0.640985676643328,-1.511124078174571
m31303,31303,"Franklin, LA Urban Cluster",C,14617,5925,10.502,0.163,29.803285,-91.504414,0.5201654511602382,-1.5970533044079946
m31330,31330,"Franklin, NH Urban Cluster",C,9582,4292,6.385,0.109,43.445645,-71.622558,0.7582695509026118,-1.2500494558006048
m31384,31384,"Franklin, NC Urban Cluster",C,6781,3709,9.142,0.233,35.185666,-83.384673,0.6141057212070231,-1.4553370895488178
m31411,31411,"Franklin (Venango County), PA Urban Cluster",C,9581,4529,6.218,0.087,41.396058,-79.838301,0.7224975094465388,-1.3934412216482812
m31438,31438,"Franklin, VA Urban Cluster",C,9209,4170,6.86,0.035,36.681703,-76.939003,0.6402164925886815,-1.3428389255517947
m31450,31450,"Franklin--Highland Lake, NJ Urban Cluster",C,35436,15949,32.581,1.27,41.169639,-74.545664,0.7185457524074657,-1.3010672798854062
m31465,31465,"Franklinton, LA Urban Cluster",C,3506,1540,2.863,0.003,30.847326,-90.148715,0.5383874041360522,-1.573391893192
m31478,31478,"Fraser, CO Urban Cluster",C,2583,3796,2.236,0.0,39.93599,-105.798879,0.6970145155435301,-1.8465387834690858
m31492,31492,"Frazier Park, CA Urban Cluster",C,3657,1806,2.526,0.002,34.819042,-118.945278,0.6077069252901914,-2.0759867307999755
m31519,31519,"Frederick, MD Urbanized Area",U,141576,56122,73.394,0.502,39.415817,-77.408163,0.6879357840135537,-1.3510273122704513
m31546,31546,"Frederick, OK Urban Cluster",C,3899,1956,2.228,0.0,34.391193,-99.014399,0.6002395515388262,-1.728127269433381
m31573,31573,"Fredericksburg, TX Urban Cluster",C,11511,5772,7.565,0.006,30.273813,-98.869231,0.5283777139830621,-1.7255936098648457
m31600,31600,"Fredericksburg, VA Urbanized Area",U,141238,52950,77.809,0.805,38.282122,-77.508156,0.6681490735501566,-1.352772519349398
m31627,31627,"Fredericktown, MO Urban Cluster",C,4217,2038,2.335,0.003,37.559928,-90.289409,0.6555444104120087,-1.5758474667298008
m31681,31681,"Freeport, IL Urban Cluster",C,25980,12578,13.91,0.069,42.293495,-89.63027,0.7381607399257591,-1.5643433209514979
m31735,31735,"Fremont, MI Urban Cluster",C,4496,2184,3.151,0.018,43.465758,-85.951597,0.7586205889750655,-1.5001383649972808
m31762,31762,"Fremont, NE Urban Cluster",C,27471,11897,10.9,0.42,41.440935,-96.494819,0.7232807608549564,-1.6841523026659824
m31789,31789,"Fremont, OH Urban Cluster",C,23332,10532,12.291,0.294,41.349654,-83.118293,0.7216876068604434,-1.450687881487355
m31843,31843,"Fresno, CA Urbanized Area",U,654628,229285,171.284,0.218,36.787755,-119.761114,0.6420674491670065,-2.0902257551562764
m31870,31870,"Friona, TX Urban Cluster",C,4106,1428,1.356,0.0,34.639737,-102.72174,0.604577462674903,-1.79283257637756
m31897,31897,"Fritch, TX Urban Cluster",C,3968,1953,3.364,0.0,35.638224,-101.591613,0.6220043483632637,-1.773108139261874
m31924,31924,"Front Royal, VA Urban Cluster",C,18638,7728,17.238,0.195,38.932932,-78.165767,0.6795078508550609,-1.3642499964967305
m31978,31978,"Frostproof, FL Urban Cluster",C,7626,3330,7.673,1.926,27.734218,-81.560526,0.48405341956587666,-1.4234997183584406
m32032,32032,"Fulton, KY--TN Urban Cluster",C,4339,2274,2.818,0.018,36.504438,-88.879996,0.6371226346901337,-1.55124856935939
m32059,32059,"Fulton, MS Urban Cluster",C,3217,1197,3.377,0.0,34.272094,-88.404964,0.5981608818529935,-1.5429576969070564
m32086,32086,"Fulton, MO Urban Cluster",C,12197,4336,6.577,0.055,38.852856,-91.949109,0.678110261003234,-1.6048146963251508
m32113,32113,"Gadsden, AL Urbanized Area",U,64172,29951,72.038,2.798,33.982171,-86.013753,0.593100770925734,-1.5012231918471501
m32140,32140,"Gaffney, SC Urban Cluster",C,20844,9205,18.545,0.056,35.085468,-81.656738,0.6123569362031098,-1.4251789345383694
m32167,32167,"Gainesville, FL Urbanized Area",U,187781,85930,87.039,1.483,29.656816,-82.371039,0.5176090848581346,-1.4376458388386575
m32194,32194,"Gainesville, GA Urbanized Area",U,130846,49063,126.27,3.034,34.2625,-83.855501,0.5979934349645573,-1.4635545883593977
m32221,32221,"Gainesville, TX Urban Cluster",C,15746,6459,8.236,0.005,33.629767,-97.13669,0.5869501608285359,-1.6953550649890508
m32248,32248,"Galax, VA Urban Cluster",C,6915,3244,5.944,0.015,36.66996,-80.910802,0.6400115385746199,-1.4121598953292132
m32275,32275,"Galena, IL Urban Cluster",C,3165,1814,1.836,0.0,42.419111,-90.431237,0.7403531527189443,-1.5783228323013192
m32302,32302,"Galena, KS--MO Urban Cluster",C,2673,1243,1.576,0.005,37.069883,-94.635264,0.6469915116790731,-1.651696945294059
m32329,32329,"Galesburg, IL Urban Cluster",C,36001,15930,21.578,0.066,40.941849,-90.355829,0.7145700669043479,-1.5770067144189754
m32356,32356,"Galion, OH Urban Cluster",C,15966,7678,9.069,0.031,40.732584,-82.804468,0.7109177036451619,-1.445210601962284
m32383,32383,"Galliano--Larose--Cut Off, LA Urban Cluster",C,21437,8617,16.142,0.275,29.4906,-90.322196,0.5147080683886397,-1.5764197078316522
m32437,32437,"Gallup, NM Urban Cluster",C,23114,8503,12.149,0.0,35.521091,-108.741127,0.6199599918505251,-1.897890698479304
m32451,32451,"Galt, CA Urban Cluster",C,24912,8095,7.956,0.0,38.269409,-121.300328,0.6679271898423507,-2.117090107349068
m32491,32491,"Galveston, TX Urban Cluster",C,44022,26559,11.731,1.133,29.287801,-94.822135,0.5111685581188878,-1.6549584595205533
m32518,32518,"Garden City, KS Urban Cluster",C,29942,10793,12.865,0.026,37.972333,-100.852871,0.6627422355136959,-1.760214659039106
m32572,32572,"Gardnerville Ranchos, NV Urban Cluster",C,20107,8897,12.259,0.019,38.926121,-119.736521,0.6793889764797076,-2.0897965263333336
m32599,32599,"Garner, IA Urban Cluster",C,3115,1373,1.612,0.0,43.099499,-93.604622,0.7522281635100035,-1.6337088489847198
m32626,32626,"Garnett, KS Urban Cluster",C,3336,1556,1.978,0.016,38.282812,-95.24312,0.6681611163219954,-1.6623060338720619
m32637,32637,"Garrettsville, OH Urban Cluster",C,6150,2459,6.627,0.021,41.273798,-81.089637,0.7203636699030506,-1.415281154897017
m32653,32653,"Gastonia, NC--SC Urbanized Area",U,169495,73115,138.632,0.808,35.256189,-81.152167,0.6153365797554071,-1.4163725092782893
m32707,32707,"Gatesville, TX Urban Cluster",C,15310,3074,6.384,0.007,31.438195,-97.739873,0.5487000136340187,-1.7058825943311078
m32720,32720,"Gautier, MS Urban Cluster",C,3957,1631,3.066,0.02,30.451498,-88.63762,0.5314789022644683,-1.5470183101315762
m32734,32734,"Gaylord, MI Urban Cluster",C,8298,4320,10.205,0.873,44.989329,-84.680719,0.7852119193129679,-1.47795735950612
m32761,32761,"Geneseo, IL Urban Cluster",C,6531,3021,3.05,0.008,41.449963,-90.154855,0.7234383291798263,-1.5734990564080722
m32788,32788,"Geneseo, NY Urban Cluster",C,8329,2198,4.041,0.0,42.796608,-77.80851,0.7469417182853454,-1.358014685570933
m32815,32815,"Geneva, AL Urban Cluster",C,2654,1246,2.326,0.019,31.037275,-85.879991,0.541702639596923,-1.4988886045330976
m32842,32842,"Geneva, NY Urban Cluster",C,29990,13463,15.345,0.086,42.882813,-76.971351,0.7484462793670271,-1.34340350465823
m32850,32850,"Geneva, OH Urban Cluster",C,7660,3395,4.489,0.004,41.801599,-80.943539,0.7295755351483691,-1.4127312637664384
m32869,32869,"Genoa, IL Urban Cluster",C,6413,2371,2.723,0.011,42.08858,-88.703055,0.734584298489035,-1.5481603663276189
m32896,32896,"Genoa, OH Urban Cluster",C,3118,1342,2.713,0.0,41.536928,-83.366423,0.7249561547638232,-1.4550185669603286
m32950,32950,"Georgetown, DE Urban Cluster",C,9034,2337,4.828,0.0,38.690273,-75.38235,0.6752726523454641,-1.3156702053907474
m32977,32977,"Georgetown, KY Urban Cluster",C,30764,12615,16.35,0.285,38.229507,-84.560761,0.6672307685642198,-1.4758636974420127
m33004,33004,"Georgetown, OH Urban Cluster",C,3829,1688,2.436,0.0,38.862342,-83.899138,0.6782758229360781,-1.4643161976850902
m33031,33031,"Georgetown, SC Urban Cluster",C,12320,5581,10.217,0.481,33.364641,-79.298223,0.5823228391958933,-1.3840150823306951
m33166,33166,"Gibson City, IL Urban Cluster",C,3615,1658,1.976,0.006,40.464007,-88.372994,0.7062301507000333,-1.5423997151451938
m33193,33193,"Giddings, TX Urban Cluster",C,5030,1843,2.893,0.004,30.183156,-96.932403,0.5267954508430817,-1.691789584220029
m33220,33220,"Gillespie, IL Urban Cluster",C,5377,2454,3.015,0.0,39.104106,-89.814086,0.6824954007488697,-1.5675515153693438
m33247,33247,"Gillette, WY Urban Cluster",C,32721,13590,24.834,0.03,44.273571,-105.482517,0.7727195855654784,-1.8410172249408914
m33274,33274,"Gilman, IL Urban Cluster",C,3010,1220,2.866,0.016,40.74053,-87.99851,0.7110563875075254,-1.5358637363491552
m33301,33301,"Gilmer, TX Urban Cluster",C,4978,2188,3.694,0.012,32.732263,-94.946939,0.5712857609787168,-1.6571367002402124
m33328,33328,"Gilroy--Morgan Hill, CA Urbanized Area",U,98413,31353,45.44,0.001,37.080866,-121.609942,0.6471832011908196,-2.1224938910593383
m33355,33355,"Girard, KS Urban Cluster",C,2547,1165,1.491,0.01,37.510162,-94.843853,0.6546758298564612,-1.6553375101275012
m33409,33409,"Gladwin, MI Urban Cluster",C,2934,1423,2.716,0.012,43.98397,-84.487229,0.7676650945984103,-1.4745803219364362
m33436,33436,"Glasgow, KY Urban Cluster",C,13569,6492,9.635,0.02,36.997889,-85.925425,0.6457349793373923,-1.4996815774254486
m33463,33463,"Glasgow, MT Urban Cluster",C,3301,1688,4.086,0.0,48.209601,-106.621637,0.8414162685227508,-1.8608986195162094
m33490,33490,"Glencoe, MN Urban Cluster",C,5534,2372,2.74,0.005,44.771544,-94.148997,0.7814108540015121,-1.6432099851002637
m33517,33517,"Glendive, MT Urban Cluster",C,6494,2943,4.439,0.022,47.128195,-104.696346,0.822542173271929,-1.8272959525071952
